phase,lag,context_len,MI_bits,H_uncond,H_cond
7,24,2,-0.02579341997345619,3.7257330814544583,3.7515265014279144
7,25,2,-0.04609207943564009,3.777697936292096,3.8237900157277362
7,26,2,0.01767008057392383,3.7601901167483596,3.7425200361744357
7,27,2,0.07035361994021994,3.6753264629530302,3.6049728430128103
7,28,2,-0.016721636118003147,3.615145250443132,3.631866886561135
7,29,2,-0.07696835413722791,3.7044783722636234,3.7814467264008513
7,30,2,-0.05030185789330899,3.7325170911221246,3.7828189490154336
8,0,1,,,
8,1,1,,,
8,2,1,,,
8,3,1,,,
8,4,1,,,
8,5,1,,,
8,6,1,,,
8,7,1,,,
8,8,1,,,
8,9,1,,,
8,10,1,,,
8,11,1,,,
8,12,1,,,
8,13,1,,,
8,14,1,,,
8,15,1,,,
8,16,1,,,
8,17,1,,,
8,18,1,,,
8,19,1,,,
8,20,1,,,
8,21,1,,,
8,22,1,,,
8,23,1,,,
8,24,1,,,
8,25,1,,,
8,26,1,,,
8,27,1,,,
8,28,1,,,
8,29,1,,,
8,30,1,,,
8,0,2,,,
8,1,2,,,
8,2,2,,,
8,3,2,,,
8,4,2,,,
8,5,2,,,
8,6,2,,,
8,7,2,,,
8,8,2,,,
8,9,2,,,
8,10,2,,,
8,11,2,,,
8,12,2,,,
8,13,2,,,
8,14,2,,,
8,15,2,,,
8,16,2,,,
8,17,2,,,
8,18,2,,,
8,19,2,,,
8,20,2,,,
8,21,2,,,
8,22,2,,,
8,23,2,,,
8,24,2,,,
8,25,2,,,
8,26,2,,,
8,27,2,,,
8,28,2,,,
8,29,2,,,
8,30,2,,,
